,Score,user_id,review_id,text,votes.cool,business_id,votes.funny,stars,date,type,votes.useful
468,0.0,2VqU7uoDeiE8OUL14Ce5Ig,qvXDgmnvJuTOy-EKKpCQcQ,"This place just plain sucks
Bad management lost them biz
Dumb arcade drama*

* they have recently changed their under 21 policy so no one underage can even be in the arcade or restaurant after 10pm despite having a guardian over 30 years old",0,sbW8qHJgzEIH42B0S-3New,0,1,2013-04-09,review,0
475,0.0,1yesvpTW_EGykpHK0W8ayA,joYhRtzIhcWYmGDHYyYmww,"Visited the Dave and Busters in Homestead, PA last night. Waitress mixed up our credit cards and gave my brothers credit card to someone else and he theirs. Charged them already too - both incorrectly My brother had to walk around and find out who it was. Waitress never apologized. GM was extremely rude and refused to give my brother his original receipt back saying they had thrown it out. DID NOTHING TO REMEDY the situation and ignored us the rest of our visit - not even a refill. After spending over $300 plus games, we will never go back. Whatever happened to the customer is always right? HORRIBLE service",0,sbW8qHJgzEIH42B0S-3New,0,1,2013-07-14,review,0
477,0.0,-Yg14AIbCHsuohf6zqVvQw,6Mx5EMf5iO-ztO0kd4x1yw,"My boyfriend and I are in our 20s, and have visited this D&B multiple times. After our visit yesterday, however, I don't think we'll be back. When we arrived we were greeted by a long line of people waiting to buy game cards. At first there were 2 extremely slow workers trying to do this, then one left while the line was still out the door! The girl that was left was more than incompetent, and was taking extremely long to fill these game cards. We stood in line for over 20 minutes before being told that there was another attendant in the actual game room. Needless to say, the line in the game room was just as long, and they still only had one girl in the booth. It was a Saturday! After we finally got our cards we had to wait yet again to get a beer. 2 bartenders on staff while the bar was completely full. It took us almost an hour before we actually could start gaming. The floors were filthy with trash, and the bathrooms: repulsive! I had to use the restrooms twice during our visit, and not only did both bathrooms I used have no toilet paper in them, but there was TP all over the floors, and the sinks were less than cleanly. My boyfriend mentioned that the guys restroom was no better, as it smelled like pee and the paper towel dispenser didn't work. All I have to say is get your crap together. We could see a difference in the type of crowed that was there on Saturday compared to what it used to be, and I'm I have no doubt it's due to the poor service and attention to cleanliness. For how expensive they are they need to staff better on weekends. It's a shame how quickly this place has gone down hill and we will NOT be returning anytime soon!",0,sbW8qHJgzEIH42B0S-3New,0,2,2013-12-29,review,1
478,0.0,W9ZG5q-QIblXYeHgaPS5Uw,D9R9CcXMgh4xurls14X3Tw,"Most of the games were out of order and I had to find one of those referee looking people to fix 2 of them that took some of our credits.  Apathetic service staff all around, the Peanut and I were really disappointed.  Won't be back.",0,sbW8qHJgzEIH42B0S-3New,0,1,2014-01-17,review,0
481,0.0,vQPRddwB2m9se3GDM05eGw,ouzP6OgpMJ75Ao6W6gkxQQ,"To keep it short and sweet: Save yourself $100. Buy a good board game, your alcohol of choice, order a pizza, and invite your friends over. 

What an incredible disappointment. After seeing the enticing commercials so many times, we decided to give this place a try on a double date. I understand the prices of the play cards and won't dispute them; however, the food was incredibly over-priced, came out COLD (as in, sat on a counter without warmers for a minimum of 30 minutes) and I literally had to ask the bartender if there was any vodka in my drink. It was pure juice. $38 for three shots that had little-no alcohol in them. (Not to mention, my glass was dirty, and I saw the bartender scoop the glass into the ice basin because she was too lazy to use the sanitary scoop. I know the Food and Beverage Commission would be as disappointed as I was.) The service was terrible. Don't ask for anything from your waiter, as they are a little too busy on their cell phones or conversing amongst themselves. 

Was it fun to be in an adult-themed arcade? Yes. If you're looking for a good atmosphere to go with friends to play games, I suppose I would advise you give it a shot. I would never recommend their food, customer service, or drinks. Save yourself the money and stay home, or go for a traditional bowling, figure skating, roller-blading, rock climbing, basically any other physically-entertaining themed date instead.",0,sbW8qHJgzEIH42B0S-3New,0,1,2014-04-15,review,0
486,0.0,fIKcxbs1u5oK74F-KgqGag,ZogsG2EF6VTKOYRim1SXEw,"Ok! Let me tell you about my bad experience first. I went to D&B last night for a post wedding party - which, side note, is a great idea!

It was around midnight and the bar wasn't really populated. There were three bartenders and only one was actually making rounds to see if anyone needed anything. The two other bartenders were chatting on the far side of the bar that no one was sitting at. Kind of counter productive if you ask me. 

I stood there for about 5 minutes, which for a busy bar is fine but when I am the only one with my card out then, it just seems a little ridiculous. I made eye contact with the one girl twice and gave her a smile and she literally turned away. I finally had to walk to them to get their attention.  I was standing right in front of them smiling and they didn't ask if i need anything. I finally said, ""Are you working?"" and they gave each other a weird look. I felt like i was the crazy one. I asked for a beer/got the beer.

In between that time, the other bartender brought food over and set it down. She took a fry from the plate (right in front of me) and then served it to someone on the other side of the bar. What the hell! I felt like i was in some grimy bar in out in the sticks - not an established D&B. 

I was just really turned off from that experience. 

The good is that D&B provides a different type of entertainment when you want to mix things up. I remember going here with my grandparents when I was a kid and it was the best treat ever! We would eat at the restaurant and then spend hours playing games. This place holds some really good memories for me. 

It's a shame that my experience last night has spoiled the high standards I held for it.",0,sbW8qHJgzEIH42B0S-3New,0,2,2014-07-27,review,0
488,0.0,jThUkO26of_9arLY5zUszg,Crn43jLmjGDGWOV-QAa1gw,"I used to love D&B when it first opened in the Waterfront, but it has gone down hill over the years. The games are not as fun and do not give you as many tickets and the prizes have gotten cheaper in quality. It takes a whole heck of a lot of tickets for you to even get a pencil! The atmosphere is okay but it used to be so much better with the funnest games and diverse groups of people! Now, it is run down and many of the games are app related games (Fruit Ninja) and 3D Experience rides. With such ""games"", you can't even earn tickets and they take a lot of tokens! Last time I went, back in the winter, many of the games were broken, which made for a negative player experience. I would go to D&B to play some games again in the future, but it is no longer one of my favorite places to go due to the decline of fun games where you can earn tickets.",0,sbW8qHJgzEIH42B0S-3New,0,2,2014-09-18,review,0
489,0.0,Yw2GgwVircnuBGYKOofXag,urZYZP4A78AGPorllN9z_Q,"I was here on 10/3 and I have to say this was a horrible experience.  Me and a friend went here to eat and play a couple games afterwards.  It took the waitress at least 10-15 minutes to greet us and by that time we knew we should just order then because we might not see her again.  We ordered and got our drinks and well let's just say we didn't see the waitress again until she was giving us our check (some manager delivered the food to the table).  No refill on my beverage, no how is your food, no ketchup for my burger or fries was offered.  Lots of people running around like crazy and if your understaffed hire more people!  I will not be back again to eat.",0,sbW8qHJgzEIH42B0S-3New,0,1,2014-10-05,review,0
490,0.0,7sM0J8FuZvD5uhf4HceS3A,Sb6emtOqs8CTwe-GUp3YmQ,I recently stopped there with my girlfriend and her kids to celebrate her daughters 21's birthday. I ordered the fish and chips. Don't order the fish and chips unless you want to lube your insides for months. I know I probably got the one that got away and they refried it 3 times. The outside breading was hard as a rock and had no taste. The fish itself was bland. After a few bites I called over the waiter who was very nice and funny and complained by showing him how hard the fish was by tapping the fish against the plate making a loud thud noise. He grabbed my plate and took it to his manager. But before doing so asked if I wanted something else I said no I had lost my appetite. The manager came out looked around and walked right out of the area. I was thinking he would have stopped but didn't oh well. The waiter took my meal it off the bill. I have eaten there before and the food was good. Sometime you just get one that isn't.,0,sbW8qHJgzEIH42B0S-3New,0,2,2014-10-20,review,0
493,0.0,QLiWMRXvgqws9QtS68tXJA,-1aD_PLXHW9sQa4--i8ABg,"My sister and law wanted to go here for lunch so all the kids could play games after we all had some lunch together. This place is huge and was moderately clean except the bathrooms. All of the food looked great on the 16 page menu. When our food came though, everything was below average. They have a huge selection of games for the kids to play, but you pay dearly to play games here. The food is  overpriced and the drinks are drastically overpriced.",0,sbW8qHJgzEIH42B0S-3New,0,2,2014-12-30,review,0
494,0.0,y1CH5i_Qr9t5nrUuAKjZog,jeCvoQmQLFx4EBeKQi4mqw,"We checked in at 7:00 pm on a Saturday with a group of 19 for a birthday gathering.  We were originally told 9:00 pm is when we'd be seated, but that's not the problem, because we were able to play before being seated.  We ACTUALLY didn't get seated until 10:00 pm, only to be told the kitchen was taking 3 hours for people's orders.  Didn't see a manager until after 10:30 pm.  Needless to say, we didn't stay to eat and went elsewhere.",0,sbW8qHJgzEIH42B0S-3New,0,1,2015-01-17,review,1
495,0.0,ThOfb86f_5PW0bB1NHGMgA,MxbrdK1m-IDNmuWk4cHA7g,"Ok, we went on a sat night with a large party, 2 hour wait for a table. Fine that's understand then it turned to a three hour wait. Once seated we were told the kitchen was THREE HOURS behind and the wait for food would be three hours. The manger blamed us saying "" you came with a large party on a sat night, if you only order apps and not separate  meals, you MIGHT get food in 45 min"" really ? It's the customers fault your staff can't handle a sat night rush. The table of 5 next to us waited 3 hours for food, when they got it it was the WRONG food... I will never spend money here again!!!
To top it off the bathroom had no toilet paper and there was pee everywhere!",0,sbW8qHJgzEIH42B0S-3New,0,1,2015-01-18,review,0
497,0.0,FAtk38wdEbNgM6rSmP-zew,oHf5jPx25UTX9UK9v_pQKw,Awful awful. Spent 150.00SERVICE WAS TERRIBLE. Took 27 minutes to even be acknowledged. Really. The only saving grace was the kids had fun and the hostess took AMAZING care of us......,0,sbW8qHJgzEIH42B0S-3New,0,1,2015-02-16,review,0
499,0.0,Z3pEOLUrG17cntPCFzruPg,PX18iRaHh2g7aqls_fH88Q,"4 Stars for the fun factory, games, and all around experience, but 2 stars for the disgusting food and horrible service!

I was SO excited to come here for my boyfriends birthday. Its always fun to play games, win tickets, and have fun with friends/family. We decided to eat here before we played. I keep seeing commercials for their new menu, so hey it couldn't be bad right? Wrong! Only thing that was really good was the Corona-rita - but that's hard to mess up. 

First off, service was horrible. I didn't feel like any of the areas were that packed to make the service so slow, but apparently I was wrong. It took about 15 minutes, minimum, to get our first drinks. At least an hour for our food. I have boneless buffalo wings, which are hard to screw up, so mine weren't bad but they weren't the best. My boyfriend had their Philly Cheesesteak and he couldn't finish it. Was SO salty and just not good. For the price of everything, it was not worth it all. Better off going somewhere else in the Waterfront for food and then coming here to play. You'll save $$, time, and frustration! 

I guess they are also remodeling their price area so for now there is a make-shift area to cash in your tickets. Everything was pretty picked over, which kinda sucked. Overall it was still fun, and I am sure I will be back to play some more games!",0,sbW8qHJgzEIH42B0S-3New,0,2,2015-02-24,review,2
500,0.0,syxgE5fb-pAoNlp7V9Jw2g,KhTeYacVltPaJk7OEvkbgw,"The service at the Pittsburgh location was so incredible awful that I actually took the time out of my day to write online how disappointed I was, which I have never done before. It was a Saturday night and as someone who works in a restaurant im very sympathetic when it comes to service. We sat at the high tables in the bar area and we did not get greeted or even acknowledged for 30 minutes. I personally had to get a manager and explain to him the situation and he treated me like I was stupid (maybe because im 17?) Also not to mention the little girl next to me is balling her eyes out because she told her server of an egg allergy she has and they still managed to mess it up and give her food marinated in egg. Last I overhead they are heading to the hospital. I'm not writing this message to be spiteful, I'm writing it in hopes that the future of your restaurant will improve. There's a big difference between service and hospitality and right now this place is lacking both. My best wishing for improvement",0,sbW8qHJgzEIH42B0S-3New,0,1,2015-02-28,review,0
501,0.0,RWSBzkqH2-lsQDH8gVBuEw,u1rowbP_qNr0dfiZitlm4g,"Can we get a maintenance man?  And a janitor?  And a manager?   No?  Ok...

I had a good time at Dave and Buster's, but that was based mainly on the company I kept and not the venue.   We went right when they opened for the day, with the intention of playing some pool.  We located the pool tables in an area that looked closed off, so we went to the hostess stand to ask.  She radioed for help, got none, and finally went in search of an answer our question.  When she came back, she said she couldn't find anyone, but a manager would be out to talk to us.   We wait...and wait...and finally just give up and go off to play in the arcade area.   

All but one of the card purchase machines were rebooting, and the one we could use didn't work.  It takes forever and finally gives up and directs us to a non-existent ticketing attendant.  So we again go off in search of someone to help.  We flagged down a server, who issued us a card ($56 for 375 tokens) and served us a few cocktails (average prices, though my rum and coke was teeny).   

And we are off to play some games.  About every third game we tried was broken in some way.  Either the token swipe didn't work or the game itself was messed up.   It also wasn't the cleanest place I've ever seen.  They have tables around the place to set your drinks on, but most of them didn't look as though they'd been wiped from the day before (which of course makes we wonder when they last cleaned all the games that germy little kids touch all day).

Overall, they appeared completely unprepared for opening (computers booting, employees not ready to work, soda gun at the bar not assembled, etc.) and not well maintained or managed at all.  The broken games were sort of comical after a while, but definitely not in a good way.  If you are really looking to do this type of activity, I'd try a different location for sure.",0,sbW8qHJgzEIH42B0S-3New,0,2,2015-03-02,review,2
502,0.0,dssqOEM5xxulMraWvaN1rw,nui47tazOFzSyw3BefToGA,"Worst experience at a restaurant, waited 45 minutes for a waitress to come over and tell us that they changed a rule and that to eat in the game room you needed to be with someone over 25, when we had eaten there 2 days prior without any problems, when 2 of us are legally adults, will never go back to this place, I highly recommend red robin across the street.",0,sbW8qHJgzEIH42B0S-3New,0,1,2015-03-15,review,0
503,0.0,4DrkZqFqLcyRcLWuQUXFeQ,_fEzYGYhjQa4eOHpyIK2lw,"Over priced, over hyped but a hell of a time regardless.  I think if you have a big screen tv at home and a wii you could order pizza get beer and have friends over and have the same experience without the price and glitz.  I've yet to eat something here that impressed me.  The arcade is a bit dated but I like playing the big trivia game more than anything (again, you could just invite people over to play trivial pursuit).  The new TV set up is pretty cool, but Dave and Busters is just what it is, an adult Chuckie Cheese not worth more than a visit a year, if that.",0,sbW8qHJgzEIH42B0S-3New,0,2,2015-03-23,review,1
510,0.0,QDdwYP1uqPzI5z3NO5LXog,pHrlhfAmsIBAkw1J_6XLtQ,"I ate here for lunch today with my wife and 2 kids. Server was prompt getting to the table, took our order and then disappeared. Our food took 25 minutes yet there was only 4 table with people who were dining. Grilled cheese, salad and a quesadilla shouldn't take that long. Games were fine. Mens room didn't have any paper towels to dry hands with. Huge fail for this type of venue.",0,sbW8qHJgzEIH42B0S-3New,0,2,2015-06-17,review,0
511,0.0,VRB9nzZnYWB6WETk_QfIEQ,F2-NgUkU3FkBEIpOGyyRFg,"I have been to Dave and Busters multiple times and i feel its a 2 star place.

I can say the food quality is sub par.  In my opinion the food prices are expensive for what it is and quality.  They do offer a nice bar,but then again the prices in my opinion are a little higher.  Service isn't too bad, but could be better.

D&B is a great place for adults for sure, but the prices for tokes or ""game play"" is a little ridiculous.  Some games charge 6.9 credits to place.  Thats almost saying $1.50 a game and some of those games are addicting where I know most of us keep playing.  

I also thing D&B isn't the cleanest place either.  The bathrooms near the arcade are always nasty in my opinion.  Doesn't seem like they keep up with it.  To me, thats a big factor in rating restaurants.   

All in all, D&B is an ok place to visit, but not a place i would frequently waste my money.",0,sbW8qHJgzEIH42B0S-3New,0,2,2015-07-27,review,1
513,0.0,w8kdE0wygvOWKU74wuQPBw,oXTnMkoc9oRofmiht0AGyQ,"This wasn't the cleanest place. Dirty paper towels all over the women's bathroom. No changing covers on the changing tables to change your Babies. Very disappointed when I came here compared to the other two I've been too. Also they aren't following corporate policy. Which ok, but when I asked about it to one of the managers on the way out, he said he didn't honor the first responders discount like the other stores do. Which ok Is fine, but he had a very sore attitude towards them. Very disappointed in his attitude more then anything.",0,sbW8qHJgzEIH42B0S-3New,0,1,2015-08-18,review,1
516,0.0,RjSqoohsdPuKqZQ9RnG2Fg,gwNIeNexgC-wrIH3vyrRAw,"The food here is awful.  I came with a small group of people for dinner one night before heading out bar hopping at a few places at the Waterfront.  We gave the server the benefit of the doubt because there were about 8 of us, which can be challenging.  I think the long wait time to get the drinks and then the food was due to the bartender and kitchen, but the waitress really tried her best.

I only gave it 2 stars because I liked my mac and cheese.  Everyone else at the table hated their food.  They all had sandwiches or other dishes.  The one girl resorted to eating only the toppings off her sandwich because the bread was too hard to bite through.  The kitchen probably made her sandwich right away and left it under the heating lamps for 40 minutes while preparing the rest of our table's food.

I was tempted to stop and play games for a couple minutes, but after my husband came out of the restroom he told me how about 5 other guys walked out of the restroom as well that had not washed their hands and immediately went over to start playing games.  All I have to say is no thanks.",0,sbW8qHJgzEIH42B0S-3New,0,2,2015-10-16,review,0
517,0.0,SxOjm8u40Vf_v52UJyqw4g,CoxR8OTu1jEODKW2C0Kxwg,"The food was good but we Waited an hour for our drinks then 1.5 hours food then an hour for our bill. Won't be back! Not busy at all so not sure what the problem was. I'd hate to be there when they are ""busy"".",0,sbW8qHJgzEIH42B0S-3New,0,2,2015-10-24,review,0
518,0.0,Cxwo1HjHSGEC89KjY9nKYg,4RYH9K7_zxIyQ559xXIsRQ,"Worst service I've ever had! we waited for over an hour for our food. After the waitress walked by 6 times without saying a word or refilling our drinks we got a manager who had her come by and apologize and give us a round but never said a word about our food. And told us her help never showed up. We waited another 30 mins for our food before we asked for the check for the 2 drinks we got. We left and nothing was even said about why we never got our food. No apologies nothing. While sitting there we noticed 2 other parties walked out as well. They didn't even get their drinks.
I would recommend that if you go there never sit and eat. Drink play games fine. I will never order food there again.",0,sbW8qHJgzEIH42B0S-3New,0,1,2015-11-06,review,0
519,0.0,qBxJqZGBLrB9hC7HLGIK4g,AB1cIRNHf23yVOOZXVsHvw,Went to Dave and busters to eat.... NO FOOD. Went to Dave and busters to play.. NO GAMES. Then I thought I'd wet my whistle with a cool glass of H2O..they even RAN OUT OF WATER... Some lady even yelled at me in line to purchase game tickets accusing me of cutting line. SUCH HOSTILITY. dave and busters? More like BEAVIS & BUTTHEAD. SMH,0,sbW8qHJgzEIH42B0S-3New,0,1,2015-11-14,review,0
520,0.0,r4wiR0dlTX5gCEZOolu3-w,SOLgN5cku4B_35nwAGD0qQ,"This is a place I'd go to just for the games. The food was bad. I had the chicken sliders and there was two pieces of wood in the sandwich which I found in my mouth. Granted the manager did take off the price of the sliders but everyone's fries were lukewarm. My sister got the chicken fingers and wow, there was zero flavor or seasoning on it. The bathrooms smelled like stale urine and the floors were very sticky. The waitress was nice but overall i wouldn't dine here again.",0,sbW8qHJgzEIH42B0S-3New,0,1,2015-11-27,review,0
521,0.0,m1moGMIO8EYsz9BamKvNVw,p8eX_i31_CMohedOXRyAeg,eh i was disappointed. the food wasnt so good and the place had a weird smell to it. At least the waitress was pleasant. Probably wont be returning anytime soon unless they make some changes,0,sbW8qHJgzEIH42B0S-3New,0,2,2015-11-28,review,0
527,0.0,4DrkZqFqLcyRcLWuQUXFeQ,Ii4ee0Gdlk_NX5pWCnmKzQ,"This is the Wendys that made me never want to eat at Wendy's ever again.  To think I gave it a second a third and even a FOURTH try!  I guess convenience gets dollars but after so long, you'll stop getting mine.

The employees here are always fighting when you go in about shift changed and duties and the attitude carries itself right over to the register.  The management isn't any better telling me to go somewhere else if I don't like it then.  This place is the reason people scoff at giving $15 a hr to fast food employees.  The frosty is never frosty always runny.  The burgers are slapped together and the dining room looks more like a daycare after a long day than a place you would want to sit down and eat.

The only good thing about this place is the exit so you can swiftly leave and never come back.",8,W7ysp8GLCBrs0GXIVwAcBQ,5,1,2015-06-05,review,12
528,0.0,LPU8UwGVoTanjSOgKoYQ4Q,iMj9M46V19196aeQhSq4xg,"Tried going twice. Twice i got a "" were closed"" i said i thought you were open till 1? ""Nah"" it was 12. I thought Wendy's advertises that they're open until 1? Like thats their commercial campaign. Guess not. Cant rate the food cause i haven't received any. I would have loved to try. But since its 1210 guess they are closed. Don't worry Wendy's. Maybe you should add 100+ sodas to this location but don't worry i wont have any from this one or any. I am done w this franchise.",0,W7ysp8GLCBrs0GXIVwAcBQ,0,1,2015-08-10,review,0
529,0.0,9mWJQbP8zNm-rT1MBhwLHQ,kzZB06VrEjk7kGxl-K2VYQ,It took an hour to get our food when everyone else got their food in five minutes. They forgot two of our drinks and one of the employees said a cuss word infront of a child.,0,W7ysp8GLCBrs0GXIVwAcBQ,0,1,2015-08-16,review,0
531,0.0,kuhMaKerIBiOXA7Z3k7qhg,N8Jk1knepCVafq2ro01Kpw,"If there was a way to give no stars I would. Horrible service. Was given a time frame or 45-50min for delivery, after waiting an hour we called and was told food was on the way they sent the delivery guy out with 6 orders. After another 30min we called back and was told pizza was still there because they ran out of part of our order. They said they'd bring it right away. Waited another 20min we live about 1.5 miles away from the place still nothing. So we called back and asked for our money back. They never once apologized and every phone call they were trying to talk to another person about a whole different matter. And oh since we used a card it's going to be 3-4 days to see the refund. At least pay cash so when they don't show you know you won't be ripped off at least.",0,-taSf0shFSUKy9iCXnySsA,0,1,2015-07-02,review,0
532,0.0,VWh90a_Q-n3VDdUzeKVOxQ,Smgiw9P2DUTblDsIgTofhg,If you want terrible pizza go here. Save money go buy a frozen pizza and it will be better than this place,0,-taSf0shFSUKy9iCXnySsA,0,1,2015-08-27,review,0
533,0.0,IbvOxKSps_K5wa3a2_jc-Q,x09uNsz2_-FKyl-MSLBPwQ,"Horrible beer, horrible service, horrible menu",0,McikHxxEqZ2X0joaRNKlaw,0,1,2007-09-11,review,0
534,0.0,vNm0EuNWJ0GZwQifrxDWAQ,kiszja04ALGKaNpZiZVwrQ,"SUMMARY:
If I was in the area and no one had a better suggestion for where to go, I might come back for beer and appetizers.

GOOD:
- Decent beer...
- Original pretzel appetizer.  You take chunks of soft pretzel and dunk it in spinach cheese dip.
- Huge portions.  Most of us had leftovers.  The RB Appetizer Sampler was multi-story and way more food that we could handle.  The half order of ribs looked like a full rack.
- Attentive service with quick seating and frequent drink/water refills.
- Amusing name.

BAD:
- Lots of food choices... burgers... steak... chicken... salads.  Lots of drink choices... beers... wines... mixed drinks.  I guess this could be seen as good, but it takes a while for everyone to pick something and since no one's awesome at everything, you could tell right away that nothing distinguishes this place.
- None of the food was super awesome.  Nothing was awful, but nothing stood out in any way.  I've had better beer, appetizers, and a better main course at plenty of breweries.
- Kind of dead on a Monday night with 3/4 of the place empty.

Come if you want bar food, but keep your expectations low.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2008-09-15,review,0
537,0.0,LhgQq1x4n9ardg1PFo8vgg,nx2cFeFEdagdV4roMDhCeg,"Microbrewed beers are only a plus to me when they're better than the beer I would have drank otherwise.  One waitress I had while there tried to split the uprights between macrobrew and trendy by describing one of their beers as ""kind of like Coors Light"".  If I wanted Coors, I'll pay half as much and have one.  

The food is actually a saving grace, as it was pretty good.  Head next door to Sing Sing for drinks, though.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2008-12-03,review,0
539,0.0,Hr1YoQltzetmVco5oncaPA,RCyXqcI304lWeqqpPHsMpg,My friends got everyhing from steak(they didn't even get a well done steak right) to mahi tacos and the only great menu item was the seasoned vegetables- give it a miss. Sing sing next door is awesome but get dinner somewere else. After we were done the waiter asked if we were ready for the checks and I had ordered meal that came with a desert! Really dissapointing all around.,0,McikHxxEqZ2X0joaRNKlaw,0,1,2009-11-02,review,1
544,0.0,bvu13GyOUwhEjPum2xjiqQ,a7VapmDD9a80z2uByS0K_w,"Lately, the Rock Bottom is hit or miss. The beers are always good and the Uppity Jagoff IPA is one of the best India Pale Ales I've ever tasted. The low point lately has been the food. I will never forgive the idiot in management who took the chicken quesadilla off the menu. That said, I ordered the lobster roll and when it arrived, the bread was as hard as a brick and cold. The filling was okay, but the lobster flavor was masked by over spicing. I suggest you eat somewhere else and imbibe at the Rock Bottom.",1,McikHxxEqZ2X0joaRNKlaw,1,2,2010-08-13,review,3
558,0.0,rrGE6D7KhnrEMV75Kj3g7w,yGmtV3aZmCMqKhefn3dPQQ,"I always feel like I am constantly bashing breweries for their food, but in my opinion, I feel the bar is raised for places like this. It seems there are so many breweries out there that offer great beer, and slack off on the food. Unfortunately Rock Bottom is one that falls into that category. Let's be honest, when you go to a brewery, you want the full experience. If it was only about the beer, I'd go buy a growler and take it home. 

So, about the beer....EXCELLENT!!!!! The Jagoff IPA is with out a doubt one of the best IPAs I have ever had! They only I can think of that I think is better is Dogfish Head, but that's a matter of opinion. The beer selection is constantly changing, and they always have some excellent seasonal beers. You can't go wrong, there's bound to be a beer everyone will like. 

As for the food.......it's pretty much a crap shoot. Sometimes it's good, sometimes it's terrible. My biggest problem is there is absolutely no consistency when it comes to the food. One time it's perfect, then maybe it's cold, or it's burned, or it tastes completely different from the last time you had it. Unfortunately, it seems there is zero attention to food quality. 

That's pretty much it. This place fixes it's food consistency, and it's a five star place. Till then, it's hit or miss!",2,McikHxxEqZ2X0joaRNKlaw,1,2,2011-10-06,review,2
560,0.0,nEYPahVwXGD2Pjvgkm7QqQ,JI8ogaD1Kgu2XrNLqvQcPg,"I must admit, I do like the brews.  I also like the white cheddar mash potatoes.  Other than that, meh.  The food is pretty forgettable.  Another ""brewery"" that sadly fails to be anything special in the food department.  With the restaurants upping the ante on 8th Ave, you may want to kick it up a notch Rock Bottom.  But how would anyone know to?  It's a chain.  Whomp whomp!",3,McikHxxEqZ2X0joaRNKlaw,2,2,2011-11-01,review,7
561,0.0,JVb5BRi7NSgXqVoMJCO0Hw,d1H9RNbhrz4VGsIg3ecACQ,For a brewery who is attempting to take advantage of Oktoberfest you wonder how at 7 pm they could be out of mashed potatoes & sauerkraut then a sausage platter with sweet mustard guess they have not been to Germany. Not worth $5.95 unfortunately the sausage platter was $15.95.,0,McikHxxEqZ2X0joaRNKlaw,0,1,2011-11-11,review,0
564,0.0,sS2sSWqZMnQMRoWx-Mdzgg,IxX2lLnreI2mI-UH-_Kayg,"I went to Rock Bottom this past weekend, and it was ""nice"" to see that nothing has changed in the year or two since my last visit. While the beer is pretty good, it has never outweighed the fact that the service isn't good and the food is average, at best.

It was even difficult to get beers at the bar...we tried to have the girls order, thinking they'd have better luck...when that failed, the men tried...that didn't work either. If we hadn't REALLY wanted a cold beer after a comedy show at The Improv, we would've just left. It definitely wasn't busy enough to be noticed and ignored by the bartender, so I can't overlook it. Of course, the service has always been spotty at Rock Bottom, so it was hardly surprising.

Combine the weak food and poor service with Rock Bottom being too far from home for a night out just to drink, and you get the exact formula that's kept me from going there in the past...and will keep me from going often in the future.",2,McikHxxEqZ2X0joaRNKlaw,1,2,2012-04-04,review,3
573,0.0,i0aToSFRKd6PjF3dMY8JLQ,coGmwDUAGOWLplUe2slLTg,"Slow service
Below average food 
Ill pass",0,McikHxxEqZ2X0joaRNKlaw,0,2,2013-01-23,review,0
578,0.0,Yvn7DHj7o7sSCH2rNH74Mw,MmoH71NbSFF7KSKPIeD1Ug,"Rock Bottom is a chain brew pub one that, in my opinion, is just ""OK"".  The restaurant is rather large with lots of seating and a pool table. They have many of their own brews that you can sample but to tell you the truth none of them are that good. I have had several of their beers and all of them have been forgettable. 

Their food is pretty much like their beers, forgettable. I have had one of their burgers and their pizza and they really weren't anything to write home about.

I feel they will impress those who have never been to a brew pub but I would probably describe them as the Chili's of Brew Pubs. If you are in homestead and are looking for a burger and a beer it might be a good choice for a bite, or at least until the Burgatory opens!",1,McikHxxEqZ2X0joaRNKlaw,1,2,2013-05-19,review,1
579,0.0,DLu1Bum8EXNE62xno-v0VA,lE5xSKLsIBtv1SfJ9CHQBA,"Went here last night to meet folks for a friend's birthday party. Docking one star due to a few unfortunate things that happened, otherwise I'd be fine giving this place a 3.

Our waiter was very attentive and kept our water and soda cups refilled, the food was decent overall - I had a plain ol' burger and a delicious berry sangria - and the place overall had a nice vibe to it and was pretty comfortable and fun to be in...you'd think this would just be another average place not-great-but-not-bad and I'd be ready to go on to the next review right there.

Here's where I ran into problems. I'd checked the website in advance to try and plan my meal since I do my best to pick items on menus that aren't, say, 2,000 calories in one sitting. Their website advertises that they make skinny drinks; when I asked my waiter he said it was possible but that they did not normally do this and that it's a hassle for the people at the bar, so he didn't recommend it. Then why tell us on your website that you'll do it??? 

Additionally, while we had checked in advance when we made our reservation about bringing a birthday cake and the restaurant's ability to handle us lighting candles, apparently there was a break down in communication; we never got the candles we had asked for, and in fact the poor waiter struggled to even find a lighter before realizing there were no candles available. Obviously whatever error occurred wasn't the waiter's fault, and we definitely thanked him and tipped him well for doing the best that he could with what he had.
 
On a final note, this is also one of those places where if you ask for a medium rare burger, they will overcook it; I've started ordering medium rare on purpose specifically so that I get a medium cooked burger instead of medium well or well done.

Final verdict: go for the brews if you must, and the food's nice enough. I was admittedly left a little underwhelmed.",0,McikHxxEqZ2X0joaRNKlaw,0,2,2013-06-02,review,0
